,label
2466,dog
2467,dog
2468,frog
2469,automobile
2470,truck
2471,dog
2472,truck
2473,automobile
2474,ship
2475,frog
2476,frog
2477,horse
2478,truck
2479,truck
2480,frog
2481,horse
2482,horse
2483,horse
2484,ship
2485,horse
2486,frog
2487,deer
2488,dog
2489,deer
2490,dog
2491,ship
2492,deer
2493,horse
2494,horse
2495,dog
2496,ship
2497,ship
2498,truck
2499,truck
2500,truck
2501,deer
2502,deer
2503,deer
2504,horse
2505,truck
2506,horse
2507,truck
2508,frog
2509,automobile
2510,automobile
2511,horse
2512,horse
2513,horse
2514,horse
2515,horse
2516,horse
2517,automobile
2518,frog
2519,frog
2520,frog
2521,horse
2522,horse
2523,dog
2524,ship
2525,truck
2526,deer
2527,truck
2528,dog
2529,ship
2530,truck
2531,dog
2532,truck
2533,bird
2534,deer
2535,deer
2536,frog
2537,truck
2538,frog
2539,bird
2540,bird
2541,bird
2542,bird
2543,truck
2544,truck
2545,horse
2546,automobile
2547,automobile
2548,truck
2549,automobile
2550,frog
2551,dog
2552,ship
2553,truck
2554,dog
2555,frog
2556,horse
2557,frog
2558,deer
2559,horse
2560,dog
2561,truck
2562,frog
2563,dog
2564,truck
2565,horse
2566,dog
2567,dog
2568,dog
2569,truck
2570,frog
2571,deer
2572,deer
2573,deer
2574,bird
2575,frog
2576,cat
2577,horse
2578,ship
2579,ship
2580,ship
2581,frog
2582,dog
2583,automobile
2584,automobile
2585,frog
2586,ship
2587,ship
2588,ship
2589,frog
2590,frog
2591,truck
2592,deer
2593,ship
2594,ship
2595,frog
2596,frog
2597,frog
2598,truck
2599,truck
2600,dog
2601,frog
2602,deer
2603,frog
2604,truck
2605,automobile
2606,horse
2607,automobile
2608,frog
2609,frog
2610,truck
2611,frog
2612,horse
2613,dog
2614,ship
2615,truck
2616,frog
2617,frog
2618,frog
2619,horse
2620,horse
2621,frog
2622,dog
2623,dog
2624,horse
2625,truck
2626,ship
2627,frog
2628,frog
2629,horse
2630,frog
2631,frog
2632,frog
2633,automobile
2634,automobile
2635,truck
2636,truck
2637,truck
2638,truck
2639,dog
2640,dog
2641,truck
2642,truck
2643,ship
2644,frog
2645,ship
2646,truck
2647,truck
2648,truck
2649,frog
2650,dog
2651,frog
2652,horse
2653,ship
2654,automobile
2655,frog
2656,truck
2657,dog
2658,dog
2659,dog
2660,frog
2661,frog
2662,truck
2663,truck
2664,truck
2665,truck
2666,truck
2667,frog
2668,automobile
2669,dog
2670,dog
2671,truck
2672,truck
2673,cat
2674,frog
2675,frog
2676,frog
2677,horse
2678,horse
2679,deer
2680,truck
2681,ship
2682,ship
2683,ship
2684,frog
2685,frog
2686,frog
2687,dog
2688,horse
2689,frog
2690,frog
2691,truck
2692,frog
2693,frog
2694,frog
2695,frog
2696,horse
2697,deer
2698,frog
2699,dog
2700,frog
2701,dog
2702,frog
2703,frog
2704,horse
2705,frog
2706,frog
2707,truck
2708,truck
2709,horse
2710,dog
2711,dog
2712,ship
2713,frog
2714,frog
2715,dog
2716,dog
2717,deer
2718,frog
2719,frog
2720,frog
2721,frog
2722,truck
2723,deer
2724,ship
2725,dog
2726,frog
2727,ship
2728,frog
2729,truck
2730,truck
2731,frog
2732,dog
2733,dog
2734,frog
2735,bird
2736,bird
2737,frog
2738,frog
2739,frog
2740,frog
2741,frog
2742,automobile
2743,automobile
2744,ship
2745,ship
2746,dog
2747,frog
2748,dog
2749,ship
2750,bird
2751,dog
2752,frog
2753,frog
2754,frog
2755,automobile
2756,deer
2757,automobile
2758,truck
2759,automobile
2760,automobile
2761,automobile
2762,ship
2763,ship
2764,ship
2765,ship
2766,bird
2767,frog
2768,truck
2769,truck
2770,automobile
2771,automobile
2772,dog
2773,frog
2774,horse
2775,frog
2776,frog
2777,horse
2778,frog
2779,ship
2780,frog
2781,frog
2782,frog
2783,frog
2784,horse
2785,frog
2786,deer
2787,deer
2788,frog
2789,frog
2790,frog
2791,bird
2792,dog
2793,frog
2794,truck
2795,truck
2796,truck
2797,truck
2798,ship
2799,ship
2800,frog
2801,truck
2802,frog
2803,truck
2804,ship
2805,bird
2806,dog
2807,dog
2808,dog
2809,dog
2810,truck
2811,frog
2812,truck
2813,frog
2814,frog
2815,frog
2816,automobile
2817,dog
2818,frog
2819,truck
2820,automobile
2821,truck
2822,frog
2823,deer
2824,frog
2825,frog
2826,frog
2827,frog
2828,frog
2829,frog
2830,truck
2831,frog
2832,truck
2833,cat
2834,truck
2835,truck
2836,bird
2837,frog
2838,frog
2839,truck
2840,frog
2841,truck
2842,frog
2843,frog
2844,dog
2845,ship
2846,truck
2847,frog
2848,truck
2849,ship
2850,frog
2851,frog
2852,truck
2853,horse
2854,truck
2855,bird
2856,bird
2857,bird
2858,truck
2859,truck
2860,truck
2861,frog
2862,ship
2863,frog
2864,frog
2865,dog
2866,deer
2867,deer
2868,deer
2869,deer
2870,deer
2871,frog
2872,frog
2873,frog
2874,frog
2875,frog
2876,bird
2877,frog
2878,dog
2879,dog
2880,frog
2881,truck
2882,ship
2883,truck
2884,frog
2885,frog
2886,frog
2887,truck
2888,automobile
2889,frog
2890,ship
2891,frog
2892,horse
2893,deer
2894,deer
2895,automobile
2896,bird
2897,bird
2898,deer
2899,deer
2900,frog
2901,dog
2902,deer
2903,deer
2904,dog
2905,frog
2906,truck
2907,deer
2908,frog
2909,frog
2910,frog
2911,truck
2912,truck
2913,truck
2914,truck
2915,ship
2916,ship
2917,frog
2918,ship
2919,ship
2920,frog
2921,truck
2922,deer
2923,deer
2924,bird
2925,automobile
2926,automobile
2927,automobile
2928,frog
2929,automobile
2930,automobile
2931,automobile
2932,automobile
2933,automobile
2934,dog
2935,dog
2936,truck
2937,dog
2938,frog
2939,bird
2940,frog
2941,ship
2942,frog
2943,ship
2944,deer
2945,deer
2946,frog
2947,frog
2948,horse
2949,deer
2950,horse
2951,horse
2952,horse
2953,frog
2954,ship
2955,bird
2956,frog
2957,truck
2958,frog
2959,truck
2960,frog
2961,ship
2962,ship
2963,ship
2964,ship
2965,frog
2966,frog
2967,frog
2968,frog
2969,frog
2970,frog
2971,dog
2972,frog
2973,frog
2974,horse
2975,horse
2976,bird
2977,ship
2978,ship
2979,frog
2980,ship
2981,truck
2982,truck
2983,horse
2984,frog
2985,dog
2986,truck
2987,dog
2988,dog
2989,deer
2990,truck
2991,deer
2992,truck
2993,dog
2994,dog
2995,truck
2996,truck
2997,horse
2998,dog
2999,truck
3000,ship
3001,truck
3002,truck
3003,frog
3004,frog
3005,frog
3006,horse
3007,truck
3008,truck
3009,truck
3010,truck
3011,truck
3012,truck
3013,frog
3014,dog
3015,truck
3016,frog
3017,frog
3018,dog
3019,dog
3020,horse
3021,truck
3022,frog
3023,ship
3024,automobile
3025,automobile
3026,automobile
3027,dog
3028,frog
3029,ship
3030,ship
3031,deer
3032,deer
3033,truck
3034,truck
3035,ship
3036,frog
3037,frog
3038,bird
3039,automobile
3040,ship
3041,dog
3042,frog
3043,frog
3044,frog
3045,frog
3046,truck
3047,truck
3048,frog
3049,frog
3050,bird
3051,deer
3052,frog
3053,dog
3054,dog
3055,dog
3056,dog
3057,deer
3058,dog
3059,ship
3060,truck
3061,dog
3062,dog
3063,deer
3064,truck
3065,truck
3066,frog
3067,frog
3068,dog
3069,truck
3070,frog
3071,dog
3072,truck
3073,truck
3074,bird
3075,bird
3076,truck
3077,truck
3078,bird
3079,truck
3080,truck
3081,automobile
3082,deer
3083,dog
3084,truck
3085,horse
3086,automobile
3087,bird
3088,frog
3089,frog
3090,deer
3091,dog
3092,dog
3093,dog
3094,dog
3095,dog
3096,dog
3097,dog
3098,dog
3099,truck
3100,deer
3101,deer
3102,deer
3103,cat
3104,deer
3105,deer
3106,frog
3107,cat
3108,dog
3109,frog
3110,dog
3111,frog
3112,horse
3113,horse
3114,frog
3115,automobile
3116,ship
3117,truck
3118,truck
3119,truck
3120,truck
3121,frog
3122,ship
3123,frog
3124,frog
3125,truck
3126,frog
3127,truck
3128,truck
3129,truck
3130,truck
3131,ship
3132,frog
3133,truck
3134,truck
3135,deer
3136,frog
3137,frog
3138,truck
3139,truck
3140,frog
3141,frog
3142,automobile
3143,cat
3144,automobile
3145,truck
3146,frog
3147,frog
3148,frog
3149,truck
3150,truck
3151,truck
3152,cat
3153,dog
3154,dog
3155,dog
3156,automobile
3157,automobile
3158,ship
3159,ship
3160,frog
3161,frog
3162,frog
3163,frog
3164,frog
3165,bird
3166,bird
3167,deer
3168,frog
3169,frog
3170,ship
3171,frog
3172,dog
3173,dog
3174,dog
3175,truck
3176,ship
3177,ship
3178,frog
3179,frog
3180,truck
3181,truck
3182,truck
3183,deer
3184,truck
3185,truck
3186,frog
3187,dog
3188,frog
3189,frog
3190,frog
3191,bird
3192,horse
3193,bird
3194,frog
3195,dog
3196,dog
3197,dog
3198,dog
3199,dog
3200,ship
3201,ship
3202,truck
3203,ship
3204,horse
3205,frog
3206,frog
3207,frog
3208,dog
3209,dog
3210,automobile
3211,dog
3212,truck
3213,truck
3214,horse
3215,horse
3216,horse
3217,horse
3218,deer
3219,frog
3220,frog
3221,frog
3222,dog
3223,frog
3224,horse
3225,horse
3226,dog
3227,frog
3228,truck
3229,ship
3230,frog
3231,truck
3232,truck
3233,automobile
3234,automobile
3235,truck
3236,bird
3237,ship
3238,ship
3239,dog
3240,frog
3241,frog
3242,automobile
3243,ship
3244,frog
3245,frog
3246,frog
3247,truck
3248,truck
3249,dog
3250,frog
3251,frog
3252,frog
3253,deer
3254,frog
3255,frog
3256,frog
3257,truck
3258,frog
3259,frog
3260,frog
3261,frog
3262,truck
3263,truck
3264,truck
3265,dog
3266,horse
3267,frog
3268,frog
3269,dog
3270,truck
3271,dog
3272,deer
3273,horse
3274,frog
3275,frog
3276,truck
3277,truck
3278,truck
3279,dog
3280,deer
3281,ship
3282,frog
3283,automobile
3284,frog
3285,frog
3286,truck
3287,frog
3288,frog
3289,frog
3290,frog
3291,bird
3292,bird
3293,bird
3294,ship
3295,ship
3296,frog
3297,frog
3298,bird
3299,truck
3300,truck
3301,frog
3302,bird
3303,dog
3304,dog
3305,truck
3306,cat
3307,automobile
3308,deer
3309,truck
3310,truck
3311,truck
3312,frog
3313,ship
3314,horse
3315,horse
3316,ship
3317,truck
3318,horse
3319,frog
3320,dog
3321,dog
3322,frog
3323,frog
3324,frog
3325,ship
3326,dog
3327,dog
3328,frog
3329,frog
3330,frog
3331,frog
3332,frog
3333,frog
3334,automobile
3335,ship
3336,frog
3337,ship
3338,automobile
3339,automobile
3340,frog
3341,horse
3342,horse
3343,frog
3344,frog
3345,frog
3346,frog
3347,frog
3348,frog
3349,frog
3350,frog
3351,ship
3352,frog
3353,frog
3354,ship
3355,deer
3356,cat
3357,frog
3358,frog
3359,automobile
3360,ship
3361,deer
3362,deer
3363,cat
3364,truck
3365,horse
3366,frog
3367,automobile
3368,deer
3369,truck
3370,frog
3371,dog
3372,cat
3373,horse
3374,dog
3375,frog
3376,frog
3377,frog
3378,deer
3379,frog
3380,dog
3381,truck
3382,automobile
3383,automobile
3384,frog
3385,automobile
3386,deer
3387,truck
3388,truck
3389,dog
3390,truck
3391,automobile
3392,dog
3393,ship
3394,frog
3395,horse
3396,deer
3397,ship
3398,dog
3399,cat
3400,automobile
3401,dog
3402,frog
3403,frog
3404,automobile
3405,ship
3406,frog
3407,cat
3408,truck
3409,dog
3410,truck
3411,dog
3412,dog
3413,automobile
3414,dog
3415,truck
3416,frog
3417,truck
3418,truck
3419,bird
3420,ship
3421,ship
3422,dog
3423,dog
3424,frog
3425,truck
3426,truck
3427,truck
3428,frog
3429,dog
3430,frog
3431,frog
3432,cat
3433,frog
3434,frog
3435,frog
3436,frog
3437,frog
3438,automobile
3439,automobile
3440,frog
3441,frog
3442,ship
3443,frog
3444,ship
3445,dog
3446,dog
3447,deer
3448,deer
3449,dog
3450,ship
3451,frog
3452,dog
3453,truck
3454,truck
3455,horse
3456,truck
3457,dog
3458,horse
3459,horse
3460,bird
3461,frog
3462,deer
3463,frog
3464,truck
3465,frog
3466,frog
3467,frog
3468,frog
3469,frog
3470,automobile
3471,bird
3472,cat
3473,cat
3474,truck
3475,dog
3476,dog
3477,dog
3478,frog
3479,ship
3480,automobile
3481,frog
3482,frog
3483,frog
3484,automobile
3485,automobile
3486,truck
3487,truck
3488,dog
3489,truck
3490,frog
3491,frog
3492,frog
3493,dog
3494,dog
3495,automobile
3496,automobile
3497,dog
3498,frog
3499,dog
3500,frog
3501,frog
3502,truck
3503,dog
3504,dog
3505,frog
3506,automobile
3507,dog
3508,truck
3509,frog
3510,bird
3511,truck
3512,ship
3513,ship
3514,truck
3515,cat
3516,cat
3517,truck
3518,frog
3519,frog
3520,frog
3521,frog
3522,frog
3523,frog
3524,frog
3525,deer
3526,frog
3527,frog
3528,frog
3529,frog
3530,dog
3531,deer
3532,frog
3533,truck
3534,frog
3535,ship
3536,bird
3537,bird
3538,bird
3539,frog
3540,deer
3541,frog
3542,automobile
3543,truck
3544,dog
3545,truck
3546,truck
3547,truck
3548,cat
3549,frog
3550,frog
3551,dog
3552,frog
3553,automobile
3554,bird
3555,bird
3556,frog
3557,frog
3558,frog
3559,frog
3560,truck
3561,frog
3562,automobile
3563,bird
3564,frog
3565,ship
3566,deer
3567,dog
3568,frog
3569,frog
3570,deer
3571,deer
3572,frog
3573,frog
3574,ship
3575,horse
3576,dog
3577,deer
3578,horse
3579,automobile
3580,automobile
3581,automobile
3582,deer
3583,deer
3584,dog
3585,dog
3586,dog
3587,dog
3588,dog
3589,frog
3590,frog
3591,frog
3592,horse
3593,frog
3594,bird
3595,horse
3596,frog
3597,truck
3598,truck
3599,ship
3600,frog
3601,automobile
3602,truck
3603,truck
3604,frog
3605,frog
3606,truck
3607,automobile
3608,ship
3609,ship
3610,dog
3611,truck
3612,horse
3613,frog
3614,truck
3615,dog
3616,frog
3617,dog
3618,truck
3619,ship
3620,cat
3621,frog
3622,frog
3623,frog
3624,automobile
3625,automobile
3626,automobile
3627,truck
3628,truck
3629,truck
3630,truck
3631,cat
3632,frog
3633,horse
3634,horse
3635,horse
3636,ship
3637,frog
3638,truck
3639,truck
3640,truck
3641,ship
3642,ship
3643,dog
3644,truck
3645,ship
3646,ship
3647,truck
3648,truck
3649,truck
3650,frog
3651,frog
3652,frog
3653,frog
3654,deer
3655,deer
3656,deer
3657,deer
3658,truck
3659,ship
3660,bird
3661,frog
3662,frog
3663,frog
3664,automobile
3665,frog
3666,ship
3667,truck
3668,dog
3669,dog
3670,dog
3671,frog
3672,frog
3673,automobile
3674,frog
3675,frog
3676,frog
3677,frog
3678,truck
3679,frog
3680,deer
3681,frog
3682,truck
3683,automobile
3684,bird
3685,deer
3686,dog
3687,frog
3688,dog
3689,bird
3690,bird
3691,bird
3692,bird
3693,bird
3694,deer
3695,frog
3696,automobile
3697,dog
3698,ship
3699,ship
3700,horse
3701,truck
3702,truck
3703,ship
3704,bird
3705,truck
3706,truck
3707,automobile
3708,frog
3709,dog
3710,ship
3711,frog
3712,truck
3713,frog
3714,frog
3715,frog
3716,ship
3717,cat
3718,deer
3719,frog
3720,ship
3721,ship
3722,ship
3723,truck
3724,frog
3725,frog
3726,bird
3727,ship
3728,frog
3729,frog
3730,frog
3731,ship
3732,ship
3733,frog
3734,frog
3735,dog
3736,truck
3737,deer
3738,deer
3739,dog
3740,horse
3741,ship
3742,horse
3743,frog
3744,truck
3745,frog
3746,frog
3747,frog
3748,frog
3749,deer
3750,truck
3751,frog
3752,truck
3753,dog
3754,dog
3755,frog
3756,truck
3757,dog
3758,deer
3759,dog
3760,dog
3761,frog
3762,frog
3763,frog
3764,frog
3765,frog
3766,ship
3767,truck
3768,truck
3769,frog
3770,automobile
3771,automobile
3772,frog
3773,dog
3774,truck
3775,truck
3776,frog
3777,frog
3778,automobile
3779,dog
3780,dog
3781,dog
3782,dog
3783,cat
3784,dog
3785,truck
3786,frog
3787,dog
3788,frog
3789,truck
3790,frog
3791,frog
3792,frog
3793,truck
3794,horse
3795,frog
3796,dog
3797,frog
3798,dog
3799,truck
3800,horse
3801,frog
3802,truck
3803,frog
3804,frog
3805,frog
3806,frog
3807,frog
3808,dog
3809,frog
3810,frog
3811,dog
3812,automobile
3813,ship
3814,ship
3815,dog
3816,dog
3817,bird
3818,horse
3819,dog
3820,truck
3821,truck
3822,truck
3823,truck
3824,truck
3825,truck
3826,frog
3827,frog
3828,truck
3829,dog
3830,ship
3831,dog
3832,dog
3833,ship
3834,ship
3835,dog
3836,horse
3837,frog
3838,deer
3839,dog
3840,frog
3841,frog
3842,frog
3843,frog
3844,frog
3845,dog
3846,truck
3847,truck
3848,frog
3849,cat
3850,cat
3851,truck
3852,horse
3853,horse
3854,bird
3855,bird
3856,dog
3857,frog
3858,frog
3859,truck
3860,truck
3861,truck
3862,frog
3863,ship
3864,deer
3865,bird
3866,automobile
3867,deer
3868,dog
3869,dog
3870,cat
3871,truck
3872,deer
3873,deer
3874,frog
3875,automobile
3876,cat
3877,horse
3878,deer
3879,truck
3880,truck
3881,frog
3882,dog
3883,truck
3884,frog
3885,frog
3886,frog
3887,truck
3888,automobile
3889,automobile
3890,automobile
3891,automobile
3892,dog
3893,dog
3894,automobile
3895,dog
3896,ship
3897,cat
3898,deer
3899,deer
3900,automobile
3901,frog
3902,frog
3903,frog
3904,frog
3905,ship
3906,dog
3907,dog
3908,dog
3909,dog
3910,bird
3911,bird
3912,frog
3913,frog
3914,bird
3915,bird
3916,bird
3917,dog
3918,dog
3919,dog
3920,truck
3921,frog
3922,frog
3923,frog
3924,deer
3925,automobile
3926,frog
3927,dog
3928,dog
3929,frog
3930,truck
3931,truck
3932,truck
3933,frog
3934,horse
3935,cat
3936,dog
3937,truck
3938,dog
3939,horse
3940,horse
3941,automobile
3942,truck
3943,automobile
3944,deer
3945,dog
3946,cat
3947,truck
3948,truck
3949,automobile
3950,frog
3951,dog
3952,frog
3953,frog
3954,ship
3955,ship
3956,automobile
3957,deer
3958,deer
3959,frog
3960,frog
3961,dog
3962,horse
3963,horse
3964,deer
3965,truck
3966,ship
3967,frog
3968,ship
3969,ship
3970,dog
3971,frog
3972,automobile
3973,automobile
3974,deer
3975,deer
3976,deer
3977,automobile
3978,truck
3979,truck
3980,truck
3981,dog
3982,truck
3983,frog
3984,ship
3985,ship
3986,ship
3987,frog
3988,ship
3989,deer
3990,deer
3991,deer
3992,cat
3993,truck
3994,frog
3995,frog
3996,ship
3997,dog
3998,truck
3999,truck
4000,frog
4001,ship
4002,ship
4003,ship
4004,truck
4005,frog
4006,ship
4007,frog
4008,frog
4009,automobile
4010,automobile
4011,frog
4012,frog
4013,dog
4014,automobile
4015,dog
4016,dog
4017,truck
4018,automobile
4019,horse
4020,horse
4021,frog
4022,ship
4023,frog
4024,frog
4025,dog
4026,dog
4027,frog
4028,frog
4029,truck
4030,truck
4031,truck
4032,deer
4033,dog
4034,frog
4035,frog
4036,automobile
4037,automobile
4038,truck
4039,bird
4040,frog
4041,ship
4042,truck
4043,frog
4044,deer
4045,frog
4046,bird
4047,frog
4048,deer
4049,ship
4050,horse
4051,truck
4052,dog
4053,bird
4054,truck
4055,horse
4056,frog
4057,frog
4058,frog
4059,truck
4060,ship
4061,ship
4062,ship
4063,frog
4064,frog
4065,frog
4066,truck
4067,automobile
4068,horse
4069,ship
4070,automobile
4071,deer
4072,truck
4073,dog
4074,truck
4075,dog
4076,horse
4077,truck
4078,truck
4079,horse
4080,horse
4081,frog
4082,frog
4083,frog
4084,ship
4085,frog
4086,frog
4087,frog
4088,frog
4089,frog
4090,frog
4091,frog
4092,frog
4093,frog
4094,frog
4095,truck
4096,frog
4097,frog
4098,horse
4099,bird
4100,truck
4101,frog
4102,frog
4103,horse
4104,frog
4105,dog
4106,deer
4107,frog
4108,frog
4109,frog
4110,bird
4111,bird
4112,truck
4113,frog
4114,truck
4115,deer
4116,frog
4117,dog
4118,dog
4119,frog
4120,truck
4121,frog
4122,frog
4123,frog
4124,frog
4125,frog
4126,frog
4127,frog
4128,dog
4129,truck
4130,truck
4131,frog
4132,frog
4133,frog
4134,truck
4135,truck
4136,frog
4137,truck
4138,deer
4139,deer
4140,dog
4141,dog
4142,dog
4143,horse
4144,frog
4145,frog
4146,frog
4147,frog
4148,horse
4149,horse
4150,dog
4151,frog
4152,cat
4153,cat
4154,dog
4155,bird
4156,frog
4157,frog
4158,frog
4159,ship
4160,ship
4161,ship
4162,dog
4163,dog
4164,dog
4165,truck
4166,truck
4167,dog
4168,horse
4169,frog
4170,frog
4171,automobile
4172,automobile
4173,automobile
4174,dog
4175,ship
4176,ship
4177,truck
4178,automobile
4179,deer
4180,frog
4181,frog
4182,dog
4183,automobile
4184,bird
4185,horse
4186,automobile
4187,dog
4188,horse
4189,dog
4190,dog
4191,dog
4192,ship
4193,automobile
4194,frog
4195,frog
4196,frog
4197,deer
4198,frog
4199,frog
4200,dog
4201,dog
4202,frog
4203,frog
4204,automobile
4205,frog
4206,frog
4207,truck
4208,ship
4209,ship
4210,bird
4211,automobile
4212,bird
4213,bird
4214,frog
4215,ship
4216,truck
4217,truck
4218,frog
4219,frog
4220,deer
4221,frog
4222,frog
4223,frog
4224,truck
4225,bird
4226,truck
4227,ship
4228,frog
4229,truck
4230,dog
4231,deer
4232,dog
4233,horse
4234,ship
4235,truck
4236,frog
4237,automobile
4238,automobile
4239,automobile
4240,dog
4241,dog
4242,ship
4243,ship
4244,frog
4245,deer
4246,deer
4247,frog
4248,frog
4249,frog
4250,frog
4251,dog
4252,truck
4253,horse
4254,horse
4255,truck
4256,horse
4257,horse
4258,horse
4259,horse
4260,frog
4261,horse
4262,horse
4263,frog
4264,bird
4265,truck
4266,deer
4267,dog
4268,dog
4269,dog
4270,truck
4271,ship
4272,ship
4273,dog
4274,dog
4275,ship
4276,truck
4277,truck
4278,truck
4279,truck
4280,frog
4281,frog
4282,automobile
4283,frog
4284,frog
4285,frog
4286,horse
4287,automobile
4288,automobile
4289,automobile
4290,deer
4291,horse
4292,truck
4293,dog
4294,frog
4295,horse
4296,horse
4297,ship
4298,frog
4299,ship
4300,cat
4301,cat
4302,dog
4303,frog
4304,ship
4305,automobile
4306,deer
4307,deer
4308,dog
4309,dog
4310,dog
4311,dog
4312,dog
4313,cat
4314,truck
4315,frog
4316,ship
4317,ship
4318,frog
4319,dog
4320,truck
4321,truck
4322,horse
4323,horse
4324,frog
4325,frog
4326,frog
4327,truck
4328,frog
4329,frog
4330,frog
4331,truck
4332,truck
4333,truck
4334,frog
4335,ship
4336,ship
4337,frog
4338,dog
4339,ship
4340,truck
4341,truck
4342,truck
4343,dog
4344,dog
4345,dog
4346,frog
4347,horse
4348,horse
4349,horse
4350,frog
4351,deer
4352,truck
4353,frog
4354,frog
4355,automobile
4356,automobile
4357,ship
4358,truck
4359,truck
4360,deer
4361,automobile
